,result,fb,fbassist,fbvictim,fbtime,fd,fdtime,herald,heraldtime,ft,fttime,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15,side_Blue,side_Red
623,0.0,0.0,0.0,1.0,6.3369,1.0,7.452183333,-9999.0,-9999.0,0.0,9.293916667000001,14512.0,17908.0,-3396.0,24128.0,27220.0,-3092.0,17671.0,19561.0,-1890.0,319.0,359.0,-40.0,544.0,594.0,-50.0,0,1
634,1.0,0.0,0.0,1.0,9.365866667,1.0,14.00236667,-9999.0,-9999.0,1.0,12.01045,15543.0,15852.0,-309.0,25224.0,23499.0,1725.0,19040.0,18730.0,310.0,342.0,346.0,-4.0,564.0,548.0,16.0,1,0
635,0.0,1.0,1.0,0.0,9.365866667,0.0,14.00236667,-9999.0,-9999.0,0.0,12.01045,15852.0,15543.0,309.0,23499.0,25224.0,-1725.0,18730.0,19040.0,-310.0,346.0,342.0,4.0,548.0,564.0,-16.0,0,1
646,1.0,1.0,1.0,0.0,9.488416667000001,0.0,13.65038333,1.0,14.18078333,0.0,10.03633333,15004.0,15532.0,-528.0,25144.0,25781.0,-637.0,18348.0,17658.0,690.0,309.0,333.0,-24.0,505.0,536.0,-31.0,1,0
647,0.0,0.0,0.0,1.0,9.488416667000001,1.0,13.65038333,0.0,14.18078333,1.0,10.03633333,15532.0,15004.0,528.0,25781.0,25144.0,637.0,17658.0,18348.0,-690.0,333.0,309.0,24.0,536.0,505.0,31.0,0,1
658,1.0,0.0,0.0,1.0,6.8363,0.0,10.41616667,-9999.0,-9999.0,1.0,10.02911667,15143.0,15892.0,-749.0,24336.0,24376.0,-40.0,18234.0,17625.0,609.0,324.0,321.0,3.0,543.0,519.0,24.0,1,0
659,0.0,1.0,1.0,0.0,6.8363,1.0,10.41616667,-9999.0,-9999.0,0.0,10.02911667,15892.0,15143.0,749.0,24376.0,24336.0,40.0,17625.0,18234.0,-609.0,321.0,324.0,-3.0,519.0,543.0,-24.0,0,1
670,0.0,0.0,0.0,1.0,9.993583333,0.0,11.79991667,-9999.0,-9999.0,1.0,14.51151667,15020.0,15549.0,-529.0,24872.0,24195.0,677.0,18139.0,18658.0,-519.0,319.0,316.0,3.0,503.0,488.0,15.0,1,0
671,1.0,1.0,1.0,0.0,9.993583333,1.0,11.79991667,-9999.0,-9999.0,0.0,14.51151667,15549.0,15020.0,529.0,24195.0,24872.0,-677.0,18658.0,18139.0,519.0,316.0,319.0,-3.0,488.0,503.0,-15.0,0,1
682,1.0,0.0,0.0,1.0,4.720116667,0.0,11.74695,1.0,12.32431667,1.0,14.87561667,16599.0,15461.0,1138.0,27623.0,23476.0,4147.0,19213.0,18254.0,959.0,321.0,324.0,-3.0,536.0,525.0,11.0,1,0
683,0.0,1.0,1.0,0.0,4.720116667,1.0,11.74695,0.0,12.32431667,0.0,14.87561667,15461.0,16599.0,-1138.0,23476.0,27623.0,-4147.0,18254.0,19213.0,-959.0,324.0,321.0,3.0,525.0,536.0,-11.0,0,1
694,0.0,0.0,0.0,1.0,2.642316667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15229.0,15722.0,-493.0,23081.0,23724.0,-643.0,18772.0,18722.0,50.0,339.0,336.0,3.0,534.0,523.0,11.0,1,0
695,1.0,1.0,1.0,0.0,2.642316667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15722.0,15229.0,493.0,23724.0,23081.0,643.0,18722.0,18772.0,-50.0,336.0,339.0,-3.0,523.0,534.0,-11.0,0,1
706,1.0,0.0,0.0,1.0,4.656783333,1.0,9.399566667,-9999.0,-9999.0,1.0,13.32663333,15676.0,14911.0,765.0,25316.0,22635.0,2681.0,18226.0,17344.0,882.0,332.0,300.0,32.0,567.0,499.0,68.0,1,0
707,0.0,1.0,1.0,0.0,4.656783333,0.0,9.399566667,-9999.0,-9999.0,0.0,13.32663333,14911.0,15676.0,-765.0,22635.0,25316.0,-2681.0,17344.0,18226.0,-882.0,300.0,332.0,-32.0,499.0,567.0,-68.0,0,1
718,0.0,0.0,0.0,1.0,10.84631667,1.0,9.2119,-9999.0,-9999.0,0.0,11.2352,15083.0,15926.0,-843.0,22668.0,25714.0,-3046.0,19086.0,19164.0,-78.0,347.0,364.0,-17.0,524.0,541.0,-17.0,1,0
719,1.0,1.0,1.0,0.0,10.84631667,0.0,9.2119,-9999.0,-9999.0,1.0,11.2352,15926.0,15083.0,843.0,25714.0,22668.0,3046.0,19164.0,19086.0,78.0,364.0,347.0,17.0,541.0,524.0,17.0,0,1
730,1.0,0.0,0.0,1.0,11.77386667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15806.0,14325.0,1481.0,24057.0,22564.0,1493.0,19280.0,18095.0,1185.0,385.0,306.0,79.0,603.0,509.0,94.0,1,0
731,0.0,1.0,1.0,0.0,11.77386667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,14325.0,15806.0,-1481.0,22564.0,24057.0,-1493.0,18095.0,19280.0,-1185.0,306.0,385.0,-79.0,509.0,603.0,-94.0,0,1
742,1.0,1.0,1.0,0.0,6.208133332999999,0.0,7.552516667000001,0.0,10.91823333,0.0,13.79313333,15923.0,16009.0,-86.0,24243.0,25011.0,-768.0,19061.0,19516.0,-455.0,357.0,366.0,-9.0,547.0,571.0,-24.0,1,0
743,0.0,0.0,0.0,1.0,6.208133332999999,1.0,7.552516667000001,1.0,10.91823333,1.0,13.79313333,16009.0,15923.0,86.0,25011.0,24243.0,768.0,19516.0,19061.0,455.0,366.0,357.0,9.0,571.0,547.0,24.0,0,1
754,0.0,1.0,1.0,0.0,8.9979,1.0,9.483983333,0.0,13.36963333,0.0,9.89685,15563.0,16949.0,-1386.0,24945.0,27024.0,-2079.0,18243.0,18867.0,-624.0,332.0,346.0,-14.0,552.0,525.0,27.0,1,0
755,1.0,0.0,0.0,1.0,8.9979,0.0,9.483983333,1.0,13.36963333,1.0,9.89685,16949.0,15563.0,1386.0,27024.0,24945.0,2079.0,18867.0,18243.0,624.0,346.0,332.0,14.0,525.0,552.0,-27.0,0,1
766,1.0,1.0,1.0,0.0,12.60693333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15379.0,15646.0,-267.0,24839.0,23174.0,1665.0,19150.0,19602.0,-452.0,352.0,351.0,1.0,571.0,538.0,33.0,1,0
767,0.0,0.0,0.0,1.0,12.60693333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15646.0,15379.0,267.0,23174.0,24839.0,-1665.0,19602.0,19150.0,452.0,351.0,352.0,-1.0,538.0,571.0,-33.0,0,1
778,1.0,1.0,1.0,0.0,8.41745,0.0,14.26615,-9999.0,-9999.0,-9999.0,-9999.0,15479.0,15830.0,-351.0,24730.0,23474.0,1256.0,19183.0,19602.0,-419.0,328.0,333.0,-5.0,530.0,526.0,4.0,1,0
779,0.0,0.0,0.0,1.0,8.41745,1.0,14.26615,-9999.0,-9999.0,-9999.0,-9999.0,15830.0,15479.0,351.0,23474.0,24730.0,-1256.0,19602.0,19183.0,419.0,333.0,328.0,5.0,526.0,530.0,-4.0,0,1
790,1.0,0.0,0.0,1.0,2.184133333,1.0,11.50713333,0.0,11.32006667,0.0,10.72648333,14614.0,15430.0,-816.0,24843.0,24648.0,195.0,18125.0,17584.0,541.0,306.0,285.0,21.0,505.0,429.0,76.0,1,0
791,0.0,1.0,1.0,0.0,2.184133333,0.0,11.50713333,1.0,11.32006667,1.0,10.72648333,15430.0,14614.0,816.0,24648.0,24843.0,-195.0,17584.0,18125.0,-541.0,285.0,306.0,-21.0,429.0,505.0,-76.0,0,1
802,0.0,1.0,1.0,0.0,3.893233333,1.0,12.09483333,-9999.0,-9999.0,-9999.0,-9999.0,16541.0,15955.0,586.0,25341.0,24649.0,692.0,18622.0,18672.0,-50.0,333.0,320.0,13.0,530.0,525.0,5.0,1,0
803,1.0,0.0,0.0,1.0,3.893233333,0.0,12.09483333,-9999.0,-9999.0,-9999.0,-9999.0,15955.0,16541.0,-586.0,24649.0,25341.0,-692.0,18672.0,18622.0,50.0,320.0,333.0,-13.0,525.0,530.0,-5.0,0,1
814,1.0,1.0,1.0,0.0,3.244533333,1.0,10.85558333,-9999.0,-9999.0,1.0,10.11028333,16393.0,14503.0,1890.0,26079.0,23325.0,2754.0,18588.0,16971.0,1617.0,308.0,293.0,15.0,514.0,511.0,3.0,1,0
815,0.0,0.0,0.0,1.0,3.244533333,0.0,10.85558333,-9999.0,-9999.0,0.0,10.11028333,14503.0,16393.0,-1890.0,23325.0,26079.0,-2754.0,16971.0,18588.0,-1617.0,293.0,308.0,-15.0,511.0,514.0,-3.0,0,1
826,1.0,0.0,0.0,1.0,3.96525,0.0,12.15198333,1.0,12.3023,1.0,10.08955,16639.0,15732.0,907.0,26526.0,23866.0,2660.0,18337.0,18466.0,-129.0,327.0,286.0,41.0,512.0,472.0,40.0,1,0
827,0.0,1.0,1.0,0.0,3.96525,1.0,12.15198333,0.0,12.3023,0.0,10.08955,15732.0,16639.0,-907.0,23866.0,26526.0,-2660.0,18466.0,18337.0,129.0,286.0,327.0,-41.0,472.0,512.0,-40.0,0,1
838,0.0,0.0,0.0,1.0,7.548783332999999,0.0,10.59188333,-9999.0,-9999.0,0.0,10.61253333,14963.0,17947.0,-2984.0,23925.0,29749.0,-5824.0,18141.0,19540.0,-1399.0,332.0,335.0,-3.0,533.0,526.0,7.0,1,0
839,1.0,1.0,1.0,0.0,7.548783332999999,1.0,10.59188333,-9999.0,-9999.0,1.0,10.61253333,17947.0,14963.0,2984.0,29749.0,23925.0,5824.0,19540.0,18141.0,1399.0,335.0,332.0,3.0,526.0,533.0,-7.0,0,1
850,0.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,11.54176667,0.0,11.42015,0.0,12.80238333,15283.0,16156.0,-873.0,23743.0,25923.0,-2180.0,19420.0,19820.0,-400.0,327.0,391.0,-64.0,549.0,633.0,-84.0,1,0
851,1.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,11.54176667,1.0,11.42015,1.0,12.80238333,16156.0,15283.0,873.0,25923.0,23743.0,2180.0,19820.0,19420.0,400.0,391.0,327.0,64.0,633.0,549.0,84.0,0,1
862,1.0,1.0,1.0,0.0,10.13965,-9999.0,-9999.0,-9999.0,-9999.0,1.0,12.47951667,15432.0,14471.0,961.0,27166.0,23526.0,3640.0,18884.0,17803.0,1081.0,365.0,300.0,65.0,576.0,487.0,89.0,1,0
863,0.0,0.0,0.0,1.0,10.13965,-9999.0,-9999.0,-9999.0,-9999.0,0.0,12.47951667,14471.0,15432.0,-961.0,23526.0,27166.0,-3640.0,17803.0,18884.0,-1081.0,300.0,365.0,-65.0,487.0,576.0,-89.0,0,1
874,1.0,1.0,1.0,0.0,4.36845,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,16756.0,15798.0,958.0,26476.0,25030.0,1446.0,19099.0,18558.0,541.0,371.0,367.0,4.0,592.0,571.0,21.0,1,0
875,0.0,0.0,0.0,1.0,4.36845,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15798.0,16756.0,-958.0,25030.0,26476.0,-1446.0,18558.0,19099.0,-541.0,367.0,371.0,-4.0,571.0,592.0,-21.0,0,1
886,1.0,1.0,1.0,0.0,2.785933333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15501.0,15909.0,-408.0,23379.0,25014.0,-1635.0,18523.0,19104.0,-581.0,332.0,327.0,5.0,542.0,544.0,-2.0,1,0
887,0.0,0.0,0.0,1.0,2.785933333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15909.0,15501.0,408.0,25014.0,23379.0,1635.0,19104.0,18523.0,581.0,327.0,332.0,-5.0,544.0,542.0,2.0,0,1
898,0.0,0.0,0.0,1.0,8.701716667000001,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15823.0,15056.0,767.0,24207.0,24304.0,-97.0,18959.0,18540.0,419.0,375.0,306.0,69.0,612.0,527.0,85.0,1,0
899,1.0,1.0,1.0,0.0,8.701716667000001,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15056.0,15823.0,-767.0,24304.0,24207.0,97.0,18540.0,18959.0,-419.0,306.0,375.0,-69.0,527.0,612.0,-85.0,0,1
1294,1.0,1.0,1.0,0.0,4.475683333,1.0,11.48745,1.0,14.46031667,1.0,9.162083333,17065.0,15072.0,1993.0,25489.0,23223.0,2266.0,19072.0,18708.0,364.0,324.0,348.0,-24.0,530.0,516.0,14.0,1,0
1295,0.0,0.0,0.0,1.0,4.475683333,0.0,11.48745,0.0,14.46031667,0.0,9.162083333,15072.0,17065.0,-1993.0,23223.0,25489.0,-2266.0,18708.0,19072.0,-364.0,348.0,324.0,24.0,516.0,530.0,-14.0,0,1
1306,0.0,1.0,1.0,0.0,8.963133333,1.0,9.361,0.0,13.01185,-9999.0,-9999.0,15641.0,15718.0,-77.0,24809.0,23871.0,938.0,18814.0,19254.0,-440.0,330.0,380.0,-50.0,533.0,598.0,-65.0,1,0
1307,1.0,0.0,0.0,1.0,8.963133333,0.0,9.361,1.0,13.01185,-9999.0,-9999.0,15718.0,15641.0,77.0,23871.0,24809.0,-938.0,19254.0,18814.0,440.0,380.0,330.0,50.0,598.0,533.0,65.0,0,1
1318,1.0,0.0,0.0,1.0,0.70655,0.0,10.04296667,-9999.0,-9999.0,1.0,10.32296667,16036.0,15849.0,187.0,26706.0,24503.0,2203.0,19605.0,18709.0,896.0,349.0,346.0,3.0,552.0,567.0,-15.0,1,0
1319,0.0,1.0,1.0,0.0,0.70655,1.0,10.04296667,-9999.0,-9999.0,0.0,10.32296667,15849.0,16036.0,-187.0,24503.0,26706.0,-2203.0,18709.0,19605.0,-896.0,346.0,349.0,-3.0,567.0,552.0,15.0,0,1
1330,1.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,12.32405,0.0,12.15768333,-9999.0,-9999.0,15880.0,15787.0,93.0,24495.0,24373.0,122.0,19477.0,19967.0,-490.0,368.0,374.0,-6.0,597.0,618.0,-21.0,1,0
1331,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,12.32405,1.0,12.15768333,-9999.0,-9999.0,15787.0,15880.0,-93.0,24373.0,24495.0,-122.0,19967.0,19477.0,490.0,374.0,368.0,6.0,618.0,597.0,21.0,0,1
1342,1.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,9.359383333,-9999.0,-9999.0,-9999.0,-9999.0,15954.0,15742.0,212.0,24280.0,24271.0,9.0,19000.0,19601.0,-601.0,362.0,367.0,-5.0,580.0,586.0,-6.0,1,0
1343,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,9.359383333,-9999.0,-9999.0,-9999.0,-9999.0,15742.0,15954.0,-212.0,24271.0,24280.0,-9.0,19601.0,19000.0,601.0,367.0,362.0,5.0,586.0,580.0,6.0,0,1
1354,1.0,0.0,0.0,1.0,9.06215,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15550.0,15341.0,209.0,24290.0,23865.0,425.0,18203.0,18610.0,-407.0,345.0,334.0,11.0,578.0,574.0,4.0,1,0
1355,0.0,1.0,0.0,0.0,9.06215,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15341.0,15550.0,-209.0,23865.0,24290.0,-425.0,18610.0,18203.0,407.0,334.0,345.0,-11.0,574.0,578.0,-4.0,0,1
1366,1.0,0.0,0.0,1.0,11.80195,0.0,8.619666667,-9999.0,-9999.0,-9999.0,-9999.0,15424.0,15753.0,-329.0,23990.0,25301.0,-1311.0,18387.0,19118.0,-731.0,338.0,354.0,-16.0,556.0,589.0,-33.0,1,0
1367,0.0,1.0,1.0,0.0,11.80195,1.0,8.619666667,-9999.0,-9999.0,-9999.0,-9999.0,15753.0,15424.0,329.0,25301.0,23990.0,1311.0,19118.0,18387.0,731.0,354.0,338.0,16.0,589.0,556.0,33.0,0,1
1378,1.0,1.0,1.0,0.0,3.618333333,-9999.0,-9999.0,-9999.0,-9999.0,0.0,10.03505,16146.0,15303.0,843.0,24937.0,24174.0,763.0,18245.0,17866.0,379.0,321.0,333.0,-12.0,507.0,526.0,-19.0,1,0
1379,0.0,0.0,0.0,1.0,3.618333333,-9999.0,-9999.0,-9999.0,-9999.0,1.0,10.03505,15303.0,16146.0,-843.0,24174.0,24937.0,-763.0,17866.0,18245.0,-379.0,333.0,321.0,12.0,526.0,507.0,19.0,0,1
1390,0.0,0.0,0.0,1.0,14.3547,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,16250.0,16285.0,-35.0,25170.0,25747.0,-577.0,19804.0,20387.0,-583.0,360.0,387.0,-27.0,586.0,621.0,-35.0,1,0
1391,1.0,1.0,1.0,0.0,14.3547,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,16285.0,16250.0,35.0,25747.0,25170.0,577.0,20387.0,19804.0,583.0,387.0,360.0,27.0,621.0,586.0,35.0,0,1
1402,0.0,1.0,1.0,0.0,6.4341166670000005,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,16792.0,16058.0,734.0,26442.0,24667.0,1775.0,19846.0,19353.0,493.0,354.0,387.0,-33.0,568.0,621.0,-53.0,1,0
1403,1.0,0.0,0.0,1.0,6.4341166670000005,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,16058.0,16792.0,-734.0,24667.0,26442.0,-1775.0,19353.0,19846.0,-493.0,387.0,354.0,33.0,621.0,568.0,53.0,0,1
1414,1.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,13.68488333,-9999.0,-9999.0,-9999.0,-9999.0,15903.0,16124.0,-221.0,24096.0,24625.0,-529.0,19853.0,19785.0,68.0,376.0,381.0,-5.0,598.0,604.0,-6.0,1,0
1415,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,13.68488333,-9999.0,-9999.0,-9999.0,-9999.0,16124.0,15903.0,221.0,24625.0,24096.0,529.0,19785.0,19853.0,-68.0,381.0,376.0,5.0,604.0,598.0,6.0,0,1
1582,1.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,7.038233332999999,-9999.0,-9999.0,-9999.0,-9999.0,15641.0,15518.0,123.0,24384.0,23784.0,600.0,18131.0,18918.0,-787.0,355.0,353.0,2.0,577.0,571.0,6.0,1,0
1583,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,7.038233332999999,-9999.0,-9999.0,-9999.0,-9999.0,15518.0,15641.0,-123.0,23784.0,24384.0,-600.0,18918.0,18131.0,787.0,353.0,355.0,-2.0,571.0,577.0,-6.0,0,1
1594,1.0,1.0,1.0,0.0,3.217716667,0.0,11.457,1.0,11.07803333,0.0,10.17748333,16358.0,14920.0,1438.0,26016.0,23848.0,2168.0,19520.0,18216.0,1304.0,359.0,312.0,47.0,579.0,504.0,75.0,1,0
1595,0.0,0.0,0.0,1.0,3.217716667,1.0,11.457,0.0,11.07803333,1.0,10.17748333,14920.0,16358.0,-1438.0,23848.0,26016.0,-2168.0,18216.0,19520.0,-1304.0,312.0,359.0,-47.0,504.0,579.0,-75.0,0,1
1606,0.0,1.0,1.0,0.0,6.267983332999999,0.0,9.489916667000001,-9999.0,-9999.0,1.0,13.68291667,16228.0,15531.0,697.0,25515.0,24164.0,1351.0,18819.0,18806.0,13.0,325.0,352.0,-27.0,530.0,580.0,-50.0,1,0
1607,1.0,0.0,0.0,1.0,6.267983332999999,1.0,9.489916667000001,-9999.0,-9999.0,0.0,13.68291667,15531.0,16228.0,-697.0,24164.0,25515.0,-1351.0,18806.0,18819.0,-13.0,352.0,325.0,27.0,580.0,530.0,50.0,0,1
1618,1.0,1.0,1.0,0.0,2.3532,1.0,10.13376667,0.0,12.42445,0.0,10.48511667,16500.0,15433.0,1067.0,26335.0,24308.0,2027.0,19093.0,18857.0,236.0,353.0,360.0,-7.0,569.0,561.0,8.0,1,0
1619,0.0,0.0,0.0,1.0,2.3532,0.0,10.13376667,1.0,12.42445,1.0,10.48511667,15433.0,16500.0,-1067.0,24308.0,26335.0,-2027.0,18857.0,19093.0,-236.0,360.0,353.0,7.0,561.0,569.0,-8.0,0,1
1630,0.0,0.0,0.0,1.0,5.173666667,1.0,8.349316667,0.0,13.6122,0.0,7.209116667000001,14675.0,18656.0,-3981.0,22923.0,28014.0,-5091.0,17236.0,18760.0,-1524.0,316.0,326.0,-10.0,538.0,515.0,23.0,1,0
1631,1.0,1.0,1.0,0.0,5.173666667,0.0,8.349316667,1.0,13.6122,1.0,7.209116667000001,18656.0,14675.0,3981.0,28014.0,22923.0,5091.0,18760.0,17236.0,1524.0,326.0,316.0,10.0,515.0,538.0,-23.0,0,1
1642,1.0,0.0,0.0,1.0,8.64635,-9999.0,-9999.0,-9999.0,-9999.0,0.0,14.12226667,15330.0,16168.0,-838.0,23744.0,26249.0,-2505.0,17801.0,17574.0,227.0,332.0,324.0,8.0,511.0,510.0,1.0,1,0
1643,0.0,1.0,1.0,0.0,8.64635,-9999.0,-9999.0,-9999.0,-9999.0,1.0,14.12226667,16168.0,15330.0,838.0,26249.0,23744.0,2505.0,17574.0,17801.0,-227.0,324.0,332.0,-8.0,510.0,511.0,-1.0,0,1
1654,0.0,1.0,1.0,0.0,7.75315,1.0,10.58346667,-9999.0,-9999.0,1.0,13.90166667,16180.0,15307.0,873.0,25500.0,24135.0,1365.0,19382.0,18252.0,1130.0,358.0,338.0,20.0,561.0,531.0,30.0,1,0
1655,1.0,0.0,0.0,1.0,7.75315,0.0,10.58346667,-9999.0,-9999.0,0.0,13.90166667,15307.0,16180.0,-873.0,24135.0,25500.0,-1365.0,18252.0,19382.0,-1130.0,338.0,358.0,-20.0,531.0,561.0,-30.0,0,1
1666,1.0,1.0,1.0,0.0,9.196116667,1.0,12.17056667,0.0,14.08168333,-9999.0,-9999.0,16208.0,15227.0,981.0,24510.0,23284.0,1226.0,19291.0,18447.0,844.0,366.0,347.0,19.0,592.0,555.0,37.0,1,0
1667,0.0,0.0,0.0,1.0,9.196116667,0.0,12.17056667,1.0,14.08168333,-9999.0,-9999.0,15227.0,16208.0,-981.0,23284.0,24510.0,-1226.0,18447.0,19291.0,-844.0,347.0,366.0,-19.0,555.0,592.0,-37.0,0,1
1678,0.0,0.0,0.0,1.0,7.15305,0.0,14.22473333,-9999.0,-9999.0,1.0,13.011,15810.0,16148.0,-338.0,25693.0,25449.0,244.0,19223.0,19185.0,38.0,361.0,342.0,19.0,580.0,557.0,23.0,1,0
1679,1.0,1.0,1.0,0.0,7.15305,1.0,14.22473333,-9999.0,-9999.0,0.0,13.011,16148.0,15810.0,338.0,25449.0,25693.0,-244.0,19185.0,19223.0,-38.0,342.0,361.0,-19.0,557.0,580.0,-23.0,0,1
1690,0.0,0.0,0.0,1.0,7.255316667000001,0.0,9.769533333,-9999.0,-9999.0,-9999.0,-9999.0,14870.0,16245.0,-1375.0,22836.0,24206.0,-1370.0,18020.0,19562.0,-1542.0,327.0,373.0,-46.0,523.0,588.0,-65.0,1,0
1691,1.0,1.0,1.0,0.0,7.255316667000001,1.0,9.769533333,-9999.0,-9999.0,-9999.0,-9999.0,16245.0,14870.0,1375.0,24206.0,22836.0,1370.0,19562.0,18020.0,1542.0,373.0,327.0,46.0,588.0,523.0,65.0,0,1
1702,1.0,0.0,0.0,1.0,8.901316667,0.0,11.82603333,0.0,13.76443333,-9999.0,-9999.0,16107.0,15925.0,182.0,24193.0,24276.0,-83.0,19231.0,19436.0,-205.0,360.0,324.0,36.0,575.0,537.0,38.0,1,0
1703,0.0,1.0,1.0,0.0,8.901316667,1.0,11.82603333,1.0,13.76443333,-9999.0,-9999.0,15925.0,16107.0,-182.0,24276.0,24193.0,83.0,19436.0,19231.0,205.0,324.0,360.0,-36.0,537.0,575.0,-38.0,0,1
1714,0.0,1.0,1.0,0.0,2.3064,0.0,6.418216667,1.0,10.90958333,0.0,13.36993333,15617.0,16383.0,-766.0,23649.0,26512.0,-2863.0,18967.0,19167.0,-200.0,340.0,355.0,-15.0,541.0,596.0,-55.0,1,0
1715,1.0,0.0,0.0,1.0,2.3064,1.0,6.418216667,0.0,10.90958333,1.0,13.36993333,16383.0,15617.0,766.0,26512.0,23649.0,2863.0,19167.0,18967.0,200.0,355.0,340.0,15.0,596.0,541.0,55.0,0,1
1726,1.0,1.0,1.0,0.0,3.109566667,1.0,12.91341667,-9999.0,-9999.0,1.0,11.05691667,17287.0,14840.0,2447.0,26874.0,24415.0,2459.0,19719.0,17981.0,1738.0,384.0,329.0,55.0,597.0,547.0,50.0,1,0
1727,0.0,0.0,0.0,1.0,3.109566667,0.0,12.91341667,-9999.0,-9999.0,0.0,11.05691667,14840.0,17287.0,-2447.0,24415.0,26874.0,-2459.0,17981.0,19719.0,-1738.0,329.0,384.0,-55.0,547.0,597.0,-50.0,0,1
1738,1.0,1.0,1.0,0.0,10.31681667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15380.0,15555.0,-175.0,24807.0,23741.0,1066.0,18837.0,19318.0,-481.0,352.0,356.0,-4.0,586.0,578.0,8.0,1,0
1739,0.0,0.0,0.0,1.0,10.31681667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15555.0,15380.0,175.0,23741.0,24807.0,-1066.0,19318.0,18837.0,481.0,356.0,352.0,4.0,578.0,586.0,-8.0,0,1
1750,1.0,1.0,1.0,0.0,3.507933333,1.0,12.14435,-9999.0,-9999.0,-9999.0,-9999.0,16717.0,15567.0,1150.0,25679.0,23542.0,2137.0,18879.0,19065.0,-186.0,332.0,366.0,-34.0,533.0,579.0,-46.0,1,0
1751,0.0,0.0,0.0,1.0,3.507933333,0.0,12.14435,-9999.0,-9999.0,-9999.0,-9999.0,15567.0,16717.0,-1150.0,23542.0,25679.0,-2137.0,19065.0,18879.0,186.0,366.0,332.0,34.0,579.0,533.0,46.0,0,1
1762,0.0,1.0,1.0,0.0,2.914,1.0,12.98831667,-9999.0,-9999.0,1.0,14.82718333,16718.0,15966.0,752.0,26114.0,25548.0,566.0,18551.0,17915.0,636.0,328.0,313.0,15.0,528.0,520.0,8.0,1,0
1763,1.0,0.0,0.0,1.0,2.914,0.0,12.98831667,-9999.0,-9999.0,0.0,14.82718333,15966.0,16718.0,-752.0,25548.0,26114.0,-566.0,17915.0,18551.0,-636.0,313.0,328.0,-15.0,520.0,528.0,-8.0,0,1
1774,1.0,1.0,1.0,0.0,5.6106,1.0,14.2274,-9999.0,-9999.0,1.0,12.09828333,15543.0,15418.0,125.0,25396.0,24470.0,926.0,18642.0,18223.0,419.0,332.0,338.0,-6.0,524.0,521.0,3.0,1,0
1775,0.0,0.0,0.0,1.0,5.6106,0.0,14.2274,-9999.0,-9999.0,0.0,12.09828333,15418.0,15543.0,-125.0,24470.0,25396.0,-926.0,18223.0,18642.0,-419.0,338.0,332.0,6.0,521.0,524.0,-3.0,0,1
1786,1.0,1.0,1.0,0.0,4.953533333,1.0,13.52235,-9999.0,-9999.0,1.0,13.7964,16665.0,15046.0,1619.0,25924.0,23139.0,2785.0,19453.0,18237.0,1216.0,351.0,341.0,10.0,553.0,534.0,19.0,1,0
1787,0.0,0.0,0.0,1.0,4.953533333,0.0,13.52235,-9999.0,-9999.0,0.0,13.7964,15046.0,16665.0,-1619.0,23139.0,25924.0,-2785.0,18237.0,19453.0,-1216.0,341.0,351.0,-10.0,534.0,553.0,-19.0,0,1
